model_name,mse,rmse,mae,r2_score
LinearRegression,474.3474694004067,21.77951949424979,15.39415457895719,0.9839445278021889
Ridge,473.88392163940506,21.76887506600663,15.393453180579598,0.9839602177313426
Lasso,445.9540164825052,21.117623362549708,14.88729171884817,0.9849055749740004
DecisionTree,2285.6119791666665,47.80807441391743,20.651041666666668,0.9226377667137544
RandomForest,873.0790858505467,29.547911700330815,14.22461433531746,0.9704484625857017
ExtraTrees,328.0116166096,18.111090983416766,10.18260127314815,0.9888976294156445
GradientBoosting,411.7423094114336,20.291434385263,13.539629326428331,0.986063555456986
